p,v,maxx,maxy,maxz,maxb,v_add,bulkheadyoungs,cortexyoungs,junctionyoungs,ftot,ratot,datot,actot,tavg
0.340132,3.49222,0.913531,4.96125,1.09786,0.788749,1.77,12.5,1,2.5,1.42569,15.8042,17.0187,48.7744,0.0837719
0.74387,3.99222,0.962521,5.10002,1.18281,0.79993,1.77,12.5,1,2.5,3.17465,15.8042,18.4156,48.7744,0.172389
1.10776,4.49222,0.996168,5.28149,1.24917,0.815084,1.77,12.5,1,2.5,4.97308,15.8042,19.8103,48.7744,0.251035
1.44355,4.99222,1.02812,5.47186,1.3144,0.829717,1.77,12.5,1,2.5,6.73876,15.8042,21.1789,48.7744,0.318183
1.74999,5.49222,1.05683,5.65488,1.3637,0.847219,1.77,12.5,1,2.5,8.48923,15.8042,22.5124,48.7744,0.377091
2.04485,5.99222,1.08834,5.82791,1.40876,0.864374,1.77,12.5,1,2.5,10.213,15.8042,23.8068,48.7744,0.428995
2.32015,6.49222,1.11619,5.99754,1.45009,0.880387,1.77,12.5,1,2.5,11.8855,15.8042,25.0621,48.7744,0.474241
2.57926,6.99222,1.14468,6.15857,1.48669,0.897548,1.77,12.5,1,2.5,13.5438,15.8042,26.2972,48.7744,0.515026
2.82063,7.49222,1.17006,6.31038,1.52431,0.91313,1.77,12.5,1,2.5,15.156,15.8042,27.4948,48.7744,0.551233
