id,x,y,z,ablated,v,bulkheadyoungs,nickdepth,nickw,nickc,bbmin
1045,-0.251064,3.43052,0.639087,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
59,-0.271261,3.43094,0.496722,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
187,-0.210552,3.43014,0.770943,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
1045,-0.251064,3.43052,0.639087,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
616,-0.147411,3.42983,0.882755,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
187,-0.210552,3.43014,0.770943,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
16,-0.0679654,3.42953,0.971481,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
616,-0.147411,3.42983,0.882755,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
16,-0.0679654,3.42953,0.971481,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
615,0.0257083,3.4293,1.02268,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
615,0.0257083,3.4293,1.02268,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
186,0.125033,3.4293,1.03912,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
186,0.125033,3.4293,1.03912,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
1044,0.22433,3.42929,1.02265,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
1044,0.22433,3.42929,1.02265,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
38,0.318006,3.42954,0.971534,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
38,0.318006,3.42954,0.971534,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
664,0.397428,3.42983,0.882839,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
664,0.397428,3.42983,0.882839,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
235,0.460495,3.4301,0.771023,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
235,0.460495,3.4301,0.771023,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
1093,0.501055,3.43051,0.639156,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
1093,0.501055,3.43051,0.639156,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
60,0.521249,3.43096,0.496751,0,3.49222,7,0.608273,0.0694444,0.12484,0.504106
1045,-0.253207,3.43459,0.640645,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
59,-0.274383,3.43482,0.498473,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
187,-0.211427,3.43429,0.771982,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
1045,-0.253207,3.43459,0.640645,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
616,-0.147447,3.43399,0.88278,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
187,-0.211427,3.43429,0.771982,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
16,-0.0675849,3.4337,0.970439,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
616,-0.147447,3.43399,0.88278,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
16,-0.0675849,3.4337,0.970439,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
615,0.0260492,3.43351,1.02073,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
615,0.0260492,3.43351,1.02073,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
186,0.125009,3.43344,1.03697,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
186,0.125009,3.43344,1.03697,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
1044,0.223972,3.4335,1.02074,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
1044,0.223972,3.4335,1.02074,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
38,0.317606,3.4337,0.970439,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
38,0.317606,3.4337,0.970439,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
664,0.39747,3.43399,0.882779,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
664,0.39747,3.43399,0.882779,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
235,0.461444,3.43429,0.771986,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
235,0.461444,3.43429,0.771986,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
1093,0.503226,3.43459,0.640666,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
1093,0.503226,3.43459,0.640666,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
60,0.524393,3.43483,0.498509,1,3.49222,7,0.608273,0.0694444,0.12484,0.504106
1045,-0.259375,3.44799,0.647379,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
59,-0.280762,3.44821,0.499892,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
187,-0.217831,3.44799,0.78218,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
1045,-0.259375,3.44799,0.647379,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
616,-0.152348,3.44805,0.895478,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
187,-0.217831,3.44799,0.78218,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
16,-0.0697252,3.44832,0.983662,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
616,-0.152348,3.44805,0.895478,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
16,-0.0697252,3.44832,0.983662,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
615,0.0256222,3.44847,1.03374,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
615,0.0256222,3.44847,1.03374,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
186,0.125029,3.44868,1.04967,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
186,0.125029,3.44868,1.04967,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
1044,0.224383,3.44846,1.03369,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
1044,0.224383,3.44846,1.03369,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
38,0.319715,3.44828,0.983678,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
38,0.319715,3.44828,0.983678,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
664,0.402371,3.4481,0.895439,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
664,0.402371,3.4481,0.895439,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
235,0.467849,3.448,0.782247,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
235,0.467849,3.448,0.782247,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
1093,0.509362,3.44801,0.64739,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
1093,0.509362,3.44801,0.64739,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
60,0.530836,3.44826,0.499998,0,3.99222,7,0.624651,0.0694444,0.124844,0.520485
1045,-0.262964,3.4617,0.651677,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
59,-0.286263,3.46185,0.504393,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
187,-0.21848,3.46145,0.78526,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
1045,-0.262964,3.4617,0.651677,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
616,-0.151668,3.46118,0.896898,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
187,-0.21848,3.46145,0.78526,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
16,-0.0690229,3.46089,0.984144,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
616,-0.151668,3.46118,0.896898,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
16,-0.0690229,3.46089,0.984144,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
615,0.0260262,3.46069,1.03391,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
615,0.0260262,3.46069,1.03391,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
186,0.125021,3.46062,1.04995,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
186,0.125021,3.46062,1.04995,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
1044,0.224009,3.46069,1.0339,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
1044,0.224009,3.46069,1.0339,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
38,0.319053,3.46089,0.984131,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
38,0.319053,3.46089,0.984131,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
664,0.401693,3.46117,0.896886,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
664,0.401693,3.46117,0.896886,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
235,0.468507,3.46144,0.785261,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
235,0.468507,3.46144,0.785261,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
1093,0.512972,3.4617,0.651682,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
1093,0.512972,3.4617,0.651682,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
60,0.536277,3.46186,0.504431,1,3.99222,7,0.624651,0.0694444,0.124844,0.520485
1045,-0.267916,3.47971,0.658491,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
59,-0.29107,3.48028,0.50617,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
187,-0.224681,3.47953,0.796096,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
1045,-0.267916,3.47971,0.658491,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
616,-0.157183,3.47965,0.911072,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
187,-0.224681,3.47953,0.796096,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
16,-0.0722076,3.47997,0.999717,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
616,-0.157183,3.47965,0.911072,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
16,-0.0722076,3.47997,0.999717,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
615,0.0250714,3.48026,1.04977,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
615,0.0250714,3.48026,1.04977,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
186,0.124979,3.48044,1.06597,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
186,0.124979,3.48044,1.06597,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
1044,0.224958,3.48025,1.04974,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
1044,0.224958,3.48025,1.04974,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
38,0.322206,3.47997,0.999755,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
38,0.322206,3.47997,0.999755,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
664,0.407176,3.47962,0.910986,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
664,0.407176,3.47962,0.910986,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
235,0.474806,3.47955,0.79604,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
235,0.474806,3.47955,0.79604,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
1093,0.517928,3.47971,0.658438,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
1093,0.517928,3.47971,0.658438,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
60,0.541088,3.48029,0.506095,0,4.49222,7,0.644187,0.0694444,0.124842,0.54002
