c,vcrit
0.1,5.511129081262272
1.0,5.557592427622151
2.0,5.609218368022024
3.0,5.660844308421893
4.0,5.712470248821763
5.0,5.7640961892216325
6.0,5.815722129621506
7.0,5.867348070021377
8.0,5.918974010421245
9.0,5.970599950821116
10.0,6.0222258912209865
